Year,Name,Rank,Country,Region,DOB,Gender,Self Made,Generation,Industry,Industry Aggregator,Company,Company Info,Company Acquired,Net Worth US Billion,Count
2011,Ronald Burkle,347.0,United States,North America,1953,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Yucaipa Companies,founder non-finance,new,3.2,1
2011,Dmitry Pumpyansky,347.0,Russia,Europe,1964,male,self-made,Unknown,Energy,Resource Related,TMK Pipes,privatized and resources,privatization,3.2,1
2003,Emanuele Saputo,348.0,Canada,North America,1937,male,Unknown,Unknown,Consumer,Traded Sectors,Unknown,Unknown,Unknown,1.2,1
2003,Gerd Brachmann,348.0,Germany,Europe,Unknown,male,Unknown,Unknown,"Retail, Restaurant",Non-Traded Sectors,Unknown,Unknown,Unknown,1.2,1
2003,Julio Bozano,348.0,Brazil,Latin America,1936,male,self-made,Unknown,Money Management,Financial,Banco Bozano Simonsen,self-made finance,new,1.2,1
2003,Maria Asuncion Aramburuzabala,348.0,Mexico,Latin America,1964,female,inherited,Third generation,Consumer,Traded Sectors,Grupo Modelo,inherited,new,1.2,1
2003,Blase Golisano,348.0,United States,North America,1942,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Paychex,founder non-finance,new,1.2,1
2003,Barbara Carlson Gage,348.0,United States,North America,1942,female,inherited,inherited from father,Real Estate,Financial,Carlson Inc,inherited,new,1.2,1
2003,Joachim Herz,348.0,Germany,Europe,1943,male,Unknown,Unknown,"Retail, Restaurant",Non-Traded Sectors,Unknown,Unknown,Unknown,1.2,1
2003,Bruno Schroder,348.0,United Kingdom,Europe,1933,male,inherited,Fourth generation,Money Management,Financial,Schroders,inherited,new,1.2,1
2003,Rupert Johnson,348.0,United States,North America,1941,male,inherited,inherited from father,Money Management,Financial,Franklin Resources,inherited,new,1.2,1
2003,Charles Munger,348.0,United States,North America,1925,male,self-made,Unknown,Consumer,Traded Sectors,Berkshire Hathaway,executive,new,1.2,1
2003,Alexei Mordashov,348.0,Russia,Europe,1966,male,self-made,Unknown,Energy,Resource Related,Severstal,privatized and resources,privatization,1.2,1
2003,John Sobrato,348.0,United States,North America,1940,male,self-made,Unknown,Real Estate,Financial,Sobrato Organization,self-made finance,new,1.2,1
2003,Ronda Stryker,348.0,United States,North America,1955,female,inherited,Third generation,Technology-Medical,New Sectors,Stryker Corporation,inherited,new,1.2,1
2003,Richard Egan,348.0,United States,North America,1936,male,self-made,Unknown,Technology-Computer,New Sectors,EMC Corporation,founder non-finance,new,1.2,1
2003,Thomas Siebel,348.0,United States,North America,1953,male,self-made,Unknown,Technology-Computer,New Sectors,Siebel Systems,founder non-finance,new,1.2,1
2003,Ennio Doris,348.0,Italy,Europe,1941,male,self-made,Unknown,Hedge funds,Financial,Mediolanum SpA,self-made finance,new,1.2,1
2003,Thomas Flatley,348.0,United States,North America,1933,male,self-made,Unknown,Real Estate,Financial,The Flatley Co,self-made finance,new,1.2,1
2003,Bennett Dorrance,348.0,United States,North America,1943,male,inherited,Third generation,Consumer,Traded Sectors,Campbell Soup,inherited,aquired,1.2,1
2003,Arthur Williams Jr,348.0,United States,North America,1943,male,self-made,Unknown,Hedge funds,Financial,A.L. Williams & Associates,self-made finance,new,1.2,1
2003,Robert Johnson,348.0,United States,North America,1947,male,self-made,Unknown,media,other,Black Entertainment Television,founder non-finance,new,1.2,1
2003,Winthrop Rockefeller,348.0,United States,North America,1949,male,inherited,Third generation,Energy,Resource Related,Standard Oil,inherited,new,1.2,1
2003,Lowry Mays,348.0,United States,North America,1936,male,self-made,Unknown,Media,Non-Traded Sectors,Clear Channel Communications,founder non-finance,new,1.2,1
2003,Robert Naify,348.0,United States,North America,1922,male,inherited,inherited from father,movie theatres,other,Unknown,inherited,new,1.2,1
2003,Peter Sperling,348.0,United States,North America,1960,male,inherited,inherited from father,Other,other,Apollo Group,inherited,new,1.2,1
2003,Daniel Ziff,348.0,United States,North America,1972,male,inherited,Third generation,Hedge funds,Financial,Ziff Davis Inc,inherited,new,1.2,1
2003,Dirk Ziff,348.0,United States,North America,1965,male,inherited,Third generation,Hedge funds,Financial,Ziff Davis Inc,inherited,new,1.2,1
2003,Joseph Jamail Jr,348.0,United States,North America,1926,male,self-made,Unknown,Other,other,Unknown,executive,Unknown,1.2,1
2003,George Lindemann,348.0,United States,North America,1937,male,self-made,Unknown,Money Management,Financial,"Vision Cable, Metro Mobile, Southern Union",self-made finance,new,1.2,1
2003,Henry Sy,348.0,Philippines,East Asia,1925,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,SM Malls,founder non-finance,new,1.2,1
2003,Philippe Foriel-Destezet,348.0,France,Europe,1936,male,self-made,Unknown,Other,other,Adecco,executive,aquired,1.2,1
2003,Frederick Field,348.0,United States,North America,1953,male,inherited,Fifth generation or longer,"Retail, Restaurant",Non-Traded Sectors,Marshall Field and Company,inherited,new,1.2,1
2003,Robert Ziff,348.0,United States,North America,1970,male,inherited,Third generation,Hedge funds,Financial,Ziff Davis Inc,inherited,new,1.2,1
2003,Marilyn Carlson Nelson,348.0,United States,North America,1939,female,inherited,inherited from father,Real Estate,Financial,Carlson Inc,inherited,new,1.2,1
2003,John Sperling,348.0,United States,North America,1921,male,Unknown,Unknown,Other,other,Unknown,Unknown,Unknown,1.2,1
2003,Lee Bass,348.0,United States,North America,1957,male,inherited,inherited from father,Energy,Resource Related,Sid Richardson Gasoline Co,inherited,new,1.2,1
2003,Richard Kinder,348.0,United States,North America,1947,male,self-made,Unknown,Non-consumer industrial,Traded Sectors,Kinder Morgan Energy Partners,founder non-finance,new,1.2,1
2003,Joan Kroc,348.0,United States,North America,1929,female,inherited,spouse or widow,"Retail, Restaurant",Non-Traded Sectors,McDonald's,inherited,new,1.2,1
2003,Jon Stryker,348.0,United States,North America,1959,male,inherited,Third generation,Technology-Medical,New Sectors,Stryker Corporation,inherited,new,1.2,1
2007,Masatoshi Ito,349.0,Japan,East Asia,1925,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Ito-Yokado,founder non-finance,new,2.6,1
2007,Clemmie Spangler Jr,349.0,United States,North America,1933,male,inherited,inherited from father,Money Management,Financial,Bank of North Carolina,inherited,new,2.6,1
2008,Edgar Bronfman,349.0,United States,North America,1929,male,inherited,inherited from father,Consumer,Traded Sectors,Seagrams,inherited,new,3.2,1
2007,Gabriel Escarrer,349.0,Spain,Europe,1935,male,self-made,Unknown,Real Estate,Financial,Melia Hotels International,founder non-finance,new,2.6,1
2007,George Roberts,349.0,United States,North America,1945,male,self-made,Unknown,Private equity/leveraged buyout,Financial,Kohlberg Kravis Roberts,self-made finance,new,2.6,1
2008,Michael Ying,349.0,Hong Kong,East Asia,1950,male,self-made,Unknown,Consumer,Traded Sectors,Esprit Holdings Limited,executive,new,3.2,1
2007,Wallace McCain,349.0,Canada,North America,1930,male,self-made,Unknown,Consumer,Traded Sectors,McCain Foods Limited,founder non-finance,new,2.6,1
2008,Bahaa Hariri,349.0,Lebanon,Middle East/North Africa,1967,male,inherited,inherited from father,Real Estate,Financial,Saudi Oger,inherited,aquired,3.2,1
2007,G M Rao,349.0,India,South Asia,1950,male,Unknown,Unknown,Constrution,Non-Traded Sectors,Unknown,Unknown,Unknown,2.6,1
2008,Abdullah Al Rajhi,349.0,Saudi Arabia,Middle East/North Africa,Unknown,male,self-made,Unknown,Money Management,Financial,Al Rajhi bank,self-made finance,new,3.2,1
2008,Ronald Lauder,349.0,United States,North America,1941,male,inherited,inherited from father,Consumer,Traded Sectors,Estée Lauder,inherited,new,3.2,1
2007,Jaime Zobel de Ayala,349.0,Philippines,East Asia,1935,male,Unknown,Unknown,Diversified financial,Financial,Unknown,Unknown,Unknown,2.6,1
2007,Abdullah Al Rajhi,349.0,Saudi Arabia,Middle East/North Africa,Unknown,male,self-made,Unknown,Money Management,Financial,Al Rajhi bank,self-made finance,new,2.6,1
2007,Henry Kravis,349.0,United States,North America,1944,male,self-made,Unknown,Private equity/leveraged buyout,Financial,Kohlberg Kravis Roberts,self-made finance,new,2.6,1
2007,Lui Che Woo,349.0,Hong Kong,East Asia,1930,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,K. Wah Group,self-made finance,new,2.6,1
2007,Chen Din Hwa,349.0,Hong Kong,East Asia,1923,male,self-made,Unknown,Real Estate,Financial,Nan Fung Textiles,self-made finance,new,2.6,1
2007,Carl Pohlad,349.0,United States,North America,1916,male,self-made,Unknown,Money Management,Financial,Marquette Bank,self-made finance,aquired,2.6,1
2008,Albert Frere,349.0,Belgium,Europe,1926,male,self-made,Unknown,Money Management,Financial,Groupe Bruxelles Lambert,self-made finance,aquired,3.2,1
2007,David Rockefeller,349.0,United States,North America,1916,male,inherited,Third generation,Energy,Resource Related,Standard Oil,inherited,new,2.6,1
2007,John Dorrance,349.0,Ireland,Europe,1944,male,inherited,Third generation,Consumer,Traded Sectors,Campbell Soup,inherited,aquired,2.6,1
2007,Kalanithi Maran,349.0,India,South Asia,1966,male,self-made,Unknown,Media,Non-Traded Sectors,Sun Group,founder non-finance,new,2.6,1
2007,Heinz-Horst Deichmann,349.0,Germany,Europe,1927,male,inherited,inherited from father,Consumer,Traded Sectors,Heinrich Deichmann-Schuhe,inherited,new,2.6,1
2007,George Mitchell,349.0,United States,North America,1920,male,self-made,Unknown,Energy,Resource Related,Mitchell Energy and Development Co,privatized and resources,new,2.6,1
2008,George Mitchell,349.0,United States,North America,1920,male,self-made,Unknown,Energy,Resource Related,Mitchell Energy and Development Co,privatized and resources,new,3.2,1
2007,Henry Sy,349.0,Philippines,East Asia,1925,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,SM Malls,founder non-finance,new,2.6,1
2008,Robert Miller CA,349.0,Canada,North America,1946,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Future Electronics,founder non-finance,new,3.2,1
2008,Klaus Tschira,349.0,Germany,Europe,1941,male,self-made,Unknown,Technology-Computer,New Sectors,SAP AG,founder non-finance,new,3.2,1
2007,Lee Shin Cheng,349.0,Malaysia,East Asia,1940,male,self-made,Unknown,Mining and metals,Resource Related,IOI Group,privatized and resources,new,2.6,1
2007,Heinz Bauer,349.0,Germany,Europe,1940,male,Unknown,Unknown,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,2.6,1
2006,Ennio Doris,350.0,Italy,Europe,1941,male,self-made,Unknown,Hedge funds,Financial,Mediolanum SpA,self-made finance,new,2.2,1
2006,Charles Butt,350.0,United States,North America,1939,male,inherited,Third generation,"Retail, Restaurant",Non-Traded Sectors,H-E-B supermarket,inherited,new,2.2,1
2006,Shi Zhengrong,350.0,Australia,North America,1963,male,Unknown,Unknown,Technology-Computer,New Sectors,Unknown,Unknown,Unknown,2.2,1
2006,Amos Hosetter Jr,350.0,United States,North America,1937,male,self-made,Unknown,Media,Non-Traded Sectors,Continental Cablevision,founder non-finance,new,2.2,1
2006,Belmiro de Azevedo,350.0,Portugal,Europe,1943,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Sonae SGPS,executive,aquired,2.2,1
2006,Bjorgolfur Thor Bjorgolfsson,350.0,Iceland,Europe,1967,male,Unknown,Unknown,Money Management,Financial,Unknown,Unknown,Unknown,2.2,1
2006,Mitchell Rales,350.0,United States,North America,1957,male,self-made,Unknown,Technology-Medical,New Sectors,Danaher,founder non-finance,new,2.2,1
2006,Rosalia Mera,350.0,Spain,Europe,1944,female,Unknown,Unknown,Consumer,Traded Sectors,Unknown,Unknown,Unknown,2.2,1
2006,Carl Lindner Jr,350.0,United States,North America,1920,male,self-made,Unknown,banking,other,American Financial Group,founder non-finance,new,2.2,1
2006,Bernard Marcus,350.0,United States,North America,1930,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Home Depot,founder non-finance,new,2.2,1
2006,Mario Moretti Polegato,350.0,Italy,Europe,1953,male,self-made,Unknown,Consumer,Traded Sectors,Geox,founder non-finance,new,2.2,1
2006,Leona Helmsley,350.0,United States,North America,1920,female,self-made,Unknown,Real Estate,Financial,Helmsley hotels,self-made finance,aquired,2.2,1
2006,John de Mol,350.0,Netherlands,Europe,1956,male,self-made,Unknown,Media,Non-Traded Sectors,Endemol,founder non-finance,new,2.2,1
2006,Gordon Getty,350.0,United States,North America,1941,male,inherited,inherited from father,Energy,Resource Related,Getty ,inherited,new,2.2,1
2006,Nancy Walton Laurie,350.0,United States,North America,1952,female,inherited,inherited from father,"Retail, Restaurant",Non-Traded Sectors,Walmart,inherited, new,2.2,1
2002,Carlos Peralta,351.0,Mexico,Latin America,1952,male,inherited,inherited from father,Media,Non-Traded Sectors,Groupo IUSA,inherited,new,1.3,1
2002,Dhanin Chearavanont,351.0,Thailand,East Asia,1940,male,inherited,inherited from father,Consumer,Traded Sectors,Charoen Pokphand (CP Group),inherited,new,1.3,1
2002,George Roberts,351.0,United States,North America,1945,male,self-made,Unknown,Private equity/leveraged buyout,Financial,Kohlberg Kravis Roberts,self-made finance,new,1.3,1
2002,Kenneth Troutt,351.0,United States,North America,1948,male,self-made,Unknown,Media,Non-Traded Sectors,Excel Communications,founder non-finance,new,1.3,1
2002,Kemal Uzan,351.0,Turkey,Middle East/North Africa,1935,male,self-made,Unknown,Diversified financial,Financial,Unknown,privatized and resources,new,1.3,1
2002,Lawrence Flinn Jr,351.0,United States,North America,Unknown,male,self-made,Unknown,Media,Non-Traded Sectors,UVSG,executive,aquired,1.3,1
2002,Richard Kinder,351.0,United States,North America,1947,male,self-made,Unknown,Non-consumer industrial,Traded Sectors,Kinder Morgan Energy Partners,founder non-finance,new,1.3,1
2002,Mitchell Rales,351.0,United States,North America,1957,male,self-made,Unknown,Technology-Medical,New Sectors,Danaher,founder non-finance,new,1.3,1
2002,Calisto Tanzi,351.0,Italy,Europe,Unknown,male,self-made,Unknown,Consumer,Traded Sectors,Parmalat,founder non-finance,new,1.3,1
2002,Jean Coutu,351.0,Canada,North America,1928,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Jean Coutu Group,founder non-finance,new,1.3,1
2002,Julio Bozano,351.0,Brazil,Latin America,1936,male,self-made,Unknown,Money Management,Financial,Banco Bozano Simonsen,self-made finance,new,1.3,1
2002,Didier Primat,351.0,France,Europe,1945,male,inherited,Third generation,Energy,Resource Related,Schlumberger,inherited,new,1.3,1
2002,Kenichi Mabuchi,351.0,Japan,East Asia,1963,male,self-made,Unknown,Non-consumer industrial,Traded Sectors,Mabuchi Motor Company,founder non-finance,new,1.3,1
2002,Stein Erik Hagen,351.0,Norway,Europe,1957,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,RIMI,founder non-finance,new,1.3,1
2002,Anthony O'Reilly,351.0,Ireland,Europe,1937,male,self-made,Unknown,Media,Non-Traded Sectors,Independent News & Media,executive,new,1.3,1
2002,Ananda Krishnan,351.0,Malaysia,East Asia,1939,male,self-made,Unknown,Media,Non-Traded Sectors,Usaha Tegas Sdn Bhd,founder non-finance,new,1.3,1
2002,Carl Berg,351.0,United States,North America,1938,male,self-made,Unknown,Real Estate,Financial,Berg and Berg,self-made finance,aquired,1.3,1
2002,Arthur Williams Jr,351.0,United States,North America,1943,male,self-made,Unknown,Hedge funds,Financial,A.L. Williams & Associates,self-made finance,new,1.3,1
2002,Lowry Mays,351.0,United States,North America,1936,male,self-made,Unknown,Media,Non-Traded Sectors,Clear Channel Communications,founder non-finance,new,1.3,1
2002,James Moran,351.0,United States,North America,1919,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,JM Family Enterprises,founder non-finance,new,1.3,1
2002,Kenneth Langone,351.0,United States,North America,1936,male,self-made,Unknown,Money Management,Financial,Home Depot,self-made finance,new,1.3,1
2002,Alan Gerry,351.0,United States,North America,1930,male,self-made,Unknown,Media,Non-Traded Sectors,Cablevision Industries,founder non-finance,new,1.3,1
2002,Richard Egan,351.0,United States,North America,1936,male,self-made,Unknown,Technology-Computer,New Sectors,EMC Corporation,founder non-finance,new,1.3,1
2002,Henry Kravis,351.0,United States,North America,1944,male,self-made,Unknown,Private equity/leveraged buyout,Financial,Kohlberg Kravis Roberts,self-made finance,new,1.3,1
2002,Alicia Koplowitz,351.0,Spain,Europe,1953,female,inherited,inherited from father,Constrution,Non-Traded Sectors,Construcciones y Contratas,inherited,aquired,1.3,1
2002,Pierce Marshall,351.0,United States,North America,1939,male,inherited,inherited from father,Energy,Resource Related,Standard Oil,inherited,new,1.3,1
2002,Steven Rales,351.0,United States,North America,1953,male,self-made,Unknown,Technology-Medical,New Sectors,Danaher,founder non-finance,new,1.3,1
2013,John Sall,353.0,United States,North America,1947,male,self-made,Unknown,Technology-Computer,New Sectors,SAS institute,founder non-finance,new,3.8,1
2013,Liu Yonghao,353.0,China,East Asia,1952,male,self-made,Unknown,Consumer,Traded Sectors,New Hope Group,founder non-finance,new,3.8,1
2013,Aloysio de Andrade Faria,353.0,Brazil,Latin America,1921,male,inherited,inherited from father,Money Management,Financial,Banco Real,inherited,new,3.8,1
2013,Roger Wang,353.0,United States,North America,1950,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Golden Eagle International Group,founder non-finance,new,3.8,1
2013,Samvel Karapetyan,353.0,Russia,Europe,1966,male,self-made,Unknown,Other,other,Tashir Group,founder non-finance,new,3.8,1
2013,Steven Rales,353.0,United States,North America,1953,male,self-made,Unknown,Technology-Medical,New Sectors,Danaher,founder non-finance,new,3.8,1
2013,Victor Pinchuk,353.0,Ukraine,Europe,1961,male,self-made,Unknown,Energy,Resource Related,Interpipe,privatized and resources,new,3.8,1
2013,Dustin Moskovitz,353.0,United States,North America,1985,male,self-made,Unknown,Technology-Computer,New Sectors,Facebook,founder non-finance,new,3.8,1
2013,Bernard Ecclestone,353.0,United Kingdom,Europe,1931,male,self-made,Unknown,Other,other,Formula One Group,executive,aquired,3.8,1
2013,Diane Hendricks,353.0,United States,North America,1947,female,self-made,Unknown,Constrution,Non-Traded Sectors,ABC Supply,founder non-finance,new,3.8,1
2014,Bernard Ecclestone,354.0,United Kingdom,Europe,1931,male,self-made,Unknown,Other,other,Formula One Group,executive,aquired,4.2,1
2010,Otto Happel,354.0,Germany,Europe,1948,male,inherited,inherited from father,Other,other,GEA Group,inherited,new,2.8,1
2014,Lin Rong San,354.0,Taiwan,East Asia,1940,male,self-made,Unknown,Real Estate,Financial,Union Bank of Taiwan,self-made finance,new,4.2,1
2014,Jeronimo Arango,354.0,Mexico,Latin America,1926,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Aurrera,founder non-finance,new,4.2,1
2014,Akira Mori,354.0,Japan,East Asia,1934,male,inherited,inherited from father,Real Estate,Financial,Mori Building,inherited,new,4.2,1
2010,Alexander Frolov,354.0,Russia,Europe,1965,male,self-made,Unknown,Mining and metals,Resource Related,Evraz,privatized and resources,aquired,2.8,1
2014,Malcolm Glazer,354.0,United States,North America,1928,male,self-made,Unknown,Consumer,Traded Sectors,First Allied Corporation,founder non-finance,new,4.2,1
2010,Micky Jagtiani,354.0,India,South Asia,1952,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Landmark Group,founder non-finance,new,2.8,1
2014,Wang Wenyin,354.0,China,East Asia,1968,male,self-made,Unknown,Mining and metals,Resource Related,Amer International Group,privatized and resources,new,4.2,1
2010,Indu Jain,354.0,India,South Asia,1937,female,inherited,spouse or widow,Media,Non-Traded Sectors,"Bennett, Coleman & Co Ltd.",inherited,new,2.8,1
2010,Subhash Chandra,354.0,India,South Asia,1951,male,self-made,Unknown,Media,Non-Traded Sectors,Essel Group,founder non-finance,new,2.8,1
2014,"Enrique Razon, Jr.",354.0,Philippines,East Asia,1960,male,Unknown,Unknown,Real Estate,Financial,Unknown,Unknown,Unknown,4.2,1
2010,Sergio Mantegazza,354.0,Switzerland,Europe,1928,male,inherited,inherited from father,Other,other,Globus,inherited,new,2.8,1
2014,Ralph Dommermuth,354.0,Germany,Europe,1964,male,self-made,Unknown,Technology-Computer,New Sectors,United Internet,founder non-finance,new,4.2,1
2014,Friede Springer,354.0,Germany,Europe,1943,female,inherited,spouse or widow,Media,Non-Traded Sectors,Axel Sbringer AG,inherited,new,4.2,1
2014,Elizabeth Mohn,354.0,Germany,Europe,1941,female,inherited,spouse or widow,Media,Non-Traded Sectors,Bertelsmann,inherited,new,4.2,1
2014,Leonard Stern,354.0,United States,North America,1939,male,inherited,inherited from father,Real Estate,Financial,Hartz Group,inherited,new,4.2,1
2010,Roger Wang,354.0,United States,North America,1950,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Golden Eagle International Group,founder non-finance,new,2.8,1
2010,Stephan Schmidheiny,354.0,Switzerland,Europe,1948,male,inherited,Fourth generation,Money Management,Financial,Holcim,inherited,new,2.8,1
2014,Ted Lerner,354.0,United States,North America,1926,male,self-made,Unknown,Real Estate,Financial,Lerner Enterprises,self-made finance,new,4.2,1
2014,William Ding,354.0,China,East Asia,1971,male,self-made,Unknown,Technology-Computer,New Sectors,NetEase,founder non-finance,new,4.2,1
2010,Stanley Druckenmiller,354.0,United States,North America,1954,male,self-made,Unknown,Hedge funds,Financial,Duquesne Capital,self-made finance,new,2.8,1
2005,William Hearst III,355.0,United States,North America,1950,male,inherited,Third generation,Media,Non-Traded Sectors,Hearst Corporation,inherited,new,1.9,1
2005,Emilio Botin,355.0,Spain,Europe,1935,male,inherited,inherited from father,Money Management,Financial,Grupo Santander,inherited,new,1.9,1
2005,Daniela Herz,355.0,Germany,Europe,1954,female,inherited,inherited from father,Consumer,Traded Sectors,Maxingvest AG,inherited,new,1.9,1
2005,H Wayne Huizenga,355.0,United States,North America,1938,male,self-made,Unknown,Money Management,Financial,Waste Management,self-made finance,new,1.9,1
2005,Charles Dolan,355.0,United States,North America,1927,male,self-made,Unknown,Media,Non-Traded Sectors,Cablevision and HBO,founder non-finance,new,1.9,1
2005,Adi Godrej,355.0,India,South Asia,1943,male,inherited,Third generation,Money Management,Financial,Godrej Group,inherited,new,1.9,1
2005,Lee Bass,355.0,United States,North America,1957,male,inherited,inherited from father,Energy,Resource Related,Sid Richardson Gasoline Co,inherited,new,1.9,1
2005,Ernest Stempel,355.0,Bermuda,Europe,1917,male,self-made,Unknown,Technology-Medical,New Sectors,AIG,executive,new,1.9,1
2005,Melvin Simon,355.0,United States,North America,1927,male,Unknown,Unknown,Real Estate,Financial,Unknown,Unknown,Unknown,1.9,1
2005,Henry Sy,355.0,Philippines,East Asia,1925,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,SM Malls,founder non-finance,new,1.9,1
2005,Glen Taylor,355.0,United States,North America,1942,male,self-made,Unknown,Media,Non-Traded Sectors,Taylor Corporation,founder non-finance,aquired,1.9,1
2004,Peter Woo,356.0,Hong Kong,East Asia,1946,male,inherited,inherited from father,Real Estate,Financial,Worldwide Shipping Group,inherited,new,1.6,1
2004,Charles Munger,356.0,United States,North America,1925,male,self-made,Unknown,Consumer,Traded Sectors,Berkshire Hathaway,executive,new,1.6,1
2004,Isak Andic,356.0,Spain,Europe,1955,male,self-made,Unknown,Consumer,Traded Sectors,Mango,founder non-finance,new,1.6,1
2004,Rosalia Mera,356.0,Spain,Europe,1944,female,Unknown,Unknown,Consumer,Traded Sectors,Unknown,Unknown,Unknown,1.6,1
2004,Blase Golisano,356.0,United States,North America,1942,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Paychex,founder non-finance,new,1.6,1
2004,Peter Lewis,356.0,United States,North America,1935,male,Unknown,Unknown,Hedge funds,Financial,Unknown,Unknown,Unknown,1.6,1
2004,Stanley Druckenmiller,356.0,United States,North America,1954,male,self-made,Unknown,Hedge funds,Financial,Duquesne Capital,self-made finance,new,1.6,1
2004,Gregorio Perez Companc,356.0,Argentina,Latin America,1935,male,inherited,inherited from father,Consumer,Traded Sectors,Petrolera Perez Companc,inherited,new,1.6,1
2004,Nancy Lerner,356.0,United States,North America,1962,female,Unknown,Unknown,Money Management,Financial,Unknown,Unknown,Unknown,1.6,1
2004,Carl Lindner Jr,356.0,United States,North America,1920,male,self-made,Unknown,banking,other,American Financial Group,founder non-finance,new,1.6,1
2004,John van Vlissingen,356.0,Netherlands,Europe,1939,male,self-made,Unknown,Energy,Resource Related,BCD Holdings,privatized and resources,new,1.6,1
2004,Kazuo Okada,356.0,Japan,East Asia,1943,male,self-made,Unknown,Real Estate,Financial,Wynn Resorts,self-made finance,new,1.6,1
2004,George Mitchell,356.0,United States,North America,1920,male,self-made,Unknown,Energy,Resource Related,Mitchell Energy and Development Co,privatized and resources,new,1.6,1
2004,Richard Pratt,356.0,Australia,North America,1935,male,inherited,inherited from father,Consumer,Traded Sectors,Visy Industries,inherited,new,1.6,1
2004,Joseph Lewis,356.0,United Kingdom,Europe,1937,male,Unknown,Unknown,Money Management,Financial,Unknown,Unknown,Unknown,1.6,1
2004,Norma Lerner,356.0,United States,North America,1937,female,Unknown,Unknown,Money Management,Financial,Unknown,Unknown,Unknown,1.6,1
2004,Saleh Al Rajhi,356.0,Saudi Arabia,Middle East/North Africa,1912,male,self-made,Unknown,Money Management,Financial,Al-Rajhi Bank,self-made finance,new,1.6,1
2004,Alec Gores,356.0,United States,North America,1953,male,self-made,Unknown,Private equity/leveraged buyout,Financial,The Gores Group,self-made finance,new,1.6,1
2004,Tom Gores,356.0,United States,North America,1965,male,self-made,Unknown,Private equity/leveraged buyout,Financial,Platinum Equity,self-made finance,new,1.6,1
2004,Richard Kinder,356.0,United States,North America,1947,male,self-made,Unknown,Non-consumer industrial,Traded Sectors,Kinder Morgan Energy Partners,founder non-finance,new,1.6,1
2004,Chaleo Yoovidhya,356.0,Thailand,East Asia,1932,male,Unknown,Unknown,Consumer,Traded Sectors,Unknown,Unknown,Unknown,1.6,1
2012,George Lucas,358.0,United States,North America,1945,male,self-made,Unknown,Media,Non-Traded Sectors,Lucasfilm,founder non-finance,new,3.2,1
2012,Wang Yung-tsai,358.0,Taiwan,East Asia,1921,male,self-made,Unknown,Non-consumer industrial,Traded Sectors,Formosa Plastics,founder non-finance,new,3.2,1
2012,David and Frederick Barclay,358.0,United Kingdom,Europe,1934,male,Unknown,Unknown,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,3.2,1
2008,Wallace McCain,358.0,Canada,North America,1930,male,self-made,Unknown,Consumer,Traded Sectors,McCain Foods Limited,founder non-finance,new,3.1,1
2008,Sergio Mantegazza,358.0,Switzerland,Europe,1928,male,inherited,inherited from father,Other,other,Globus,inherited,new,3.1,1
2008,David and Frederick Barclay,358.0,United Kingdom,Europe,1934,male,Unknown,Unknown,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,3.1,1
2008,A Jerrold Perenchio,358.0,United States,North America,1931,male,self-made,Unknown,Media,Non-Traded Sectors,Univision,executive,aquired,3.1,1
2008,Carl Pohlad,358.0,United States,North America,1916,male,self-made,Unknown,Money Management,Financial,Marquette Bank,self-made finance,aquired,3.1,1
2008,Filaret Galchev,358.0,Russia,Europe,1963,male,self-made,Unknown,Constrution,Non-Traded Sectors,Rosuglesbyt,founder non-finance,new,3.1,1
2012,Ronald Burkle,358.0,United States,North America,1953,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Yucaipa Companies,founder non-finance,new,3.2,1
2012,Thomas Frist,358.0,United States,North America,1939,male,self-made,Unknown,Technology-Medical,New Sectors,Hostpital Corporation of America,founder non-finance,new,3.2,1
2008,Arnon Milchan,358.0,Israel,Middle East/North Africa,1945,male,self-made,Unknown,Media,Non-Traded Sectors,New Regency Films,founder non-finance,new,3.1,1
2012,John Gandel,358.0,Australia,North America,1935,male,inherited,inherited from father,Real Estate,Financial,Chadstone Shopping Center,inherited,aquired,3.2,1
